@relation train
@attribute a0 real[2.281523748,8.43875939]
@attribute a1 real[2.067594976,8.312150114]
@attribute a2 real[2.098935092,8.207123495]
@attribute a3 real[1.7302687,7.897368767]
@attribute a4 real[1.922031196,8.301830863]
@attribute a5 real[1.89074753,8.270947776]
@attribute a6 real[1.814378694,8.220238395]
@attribute a7 real[2.033798859,8.139128858]
@attribute a8 real[1.944518782,8.23446125]
@attribute a9 real[1.742771298,8.326781271]
@attribute a10{35-49_male,50-64_male,25-34_female,18-24_male,50-64_female,35-49_female,25-34_male,18-24_female,65-xx_female,65-xx_male}
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs a10
@data
4.64282012,4.653122907,4.660118149,4.075707364,4.656994895,4.557569302,4.577437881,4.426720716,4.501190561,4.371414263,35-49_female
4.529781273,4.583878571,4.534682077,4.333646312,4.415260777,4.311014629,4.364546964,4.438600218,4.836724222,4.669405876,18-24_male
4.074144089,4.275693733,3.975224027,3.725991097,4.046806834,4.114195635,3.905929692,3.826561327,3.979133661,3.890110031,35-49_female
3.572046422,3.445130047,3.547318134,3.301740943,3.554139759,3.36418497,3.427817931,3.51362485,3.704631451,3.716571797,25-34_male
3.413999372,3.571923738,3.684383361,3.133551245,3.366603996,3.59294872,3.377376753,3.191107844,2.933969949,2.96614688,35-49_male
3.992146621,3.852621654,3.649880635,3.421994776,3.709065557,3.933311481,3.693831668,3.536534378,3.564027309,3.705854679,50-64_male
3.73551253,3.918179353,3.727419016,3.430329566,3.461841762,3.872919814,3.671918457,3.607346711,3.772074049,4.281030343,35-49_female
3.075738947,3.123218762,3.178406819,2.957223955,2.887828866,3.042491463,2.82243356,2.972863304,2.712440993,2.847250375,25-34_male
3.126365525,3.254424526,3.372323288,2.974660828,3.104659373,3.170033668,3.179796485,3.021440317,2.868345638,2.904076039,18-24_female
4.676177508,4.623648799,4.512529077,3.918856368,4.68048423,4.510099464,4.536296617,4.469179494,4.482582143,4.498153808,35-49_female
4.142341034,4.384478092,4.200697828,3.748265683,4.376738566,4.234571483,4.211833454,3.978504481,4.152570473,4.208436782,25-34_male
4.388256478,4.39382864,4.485455748,4.03982652,4.277203255,4.646377911,4.403191423,3.994219111,4.011942706,3.990302017,25-34_female
4.03676715,3.823523778,3.86610604,3.643886423,3.802532857,3.672728016,3.742013953,3.985191421,4.009604884,3.997351592,25-34_female
6.571038528,6.560781482,6.532777505,6.438970614,6.640619518,6.549203456,6.518273512,6.570630684,6.967550675,7.042257853,35-49_male
5.629467362,5.656957033,5.592410586,5.372104362,5.701692643,5.567998148,5.656603393,5.662108992,5.987678993,5.974115989,18-24_male
4.547987328,4.614741709,4.520418826,4.232075596,4.66185272,4.395496461,4.31869,4.370391738,4.243896571,3.755181052,50-64_male
5.126340485,5.209728002,5.142999527,4.554293072,5.447916556,5.274668875,5.157884855,5.09306963,5.275606853,4.865761841,35-49_female
4.028853538,3.905428253,3.86057064,3.309457587,4.066301445,4.064872989,3.891062535,3.673140572,3.649553123,3.486561624,35-49_female
2.678594514,2.621547936,2.585673919,2.271688347,2.529187736,2.490874083,2.333255776,2.557115,2.228033384,2.321830363,35-49_male
4.756021433,5.025326023,4.956679435,4.151254842,4.925287208,4.945412496,4.872863436,4.784712824,4.734313416,4.768349818,25-34_male
3.274108208,3.144449563,3.12627004,2.85284608,3.251231102,2.996409491,2.968783346,3.258350448,2.846405001,2.629276982,18-24_male
4.622531101,4.416730173,4.376026723,3.987865735,4.383976782,4.219157213,4.200967399,4.224058247,4.515259855,4.404199386,50-64_male
5.980413437,5.949118967,5.996204383,5.377962287,6.063202163,6.05890611,5.908960273,5.670353357,5.667100709,5.697569857,25-34_male
3.570611895,3.661426678,3.55357116,2.995048527,3.741270843,3.571874369,3.371076326,3.53269619,3.510051152,3.429507862,25-34_male
4.9482331,4.914943019,4.993963666,4.752045599,5.29151147,5.164020959,5.031170856,4.685787748,4.604208651,4.239452554,50-64_male
3.623004303,3.591644671,3.495636858,3.184497646,3.72587881,3.639012086,3.505187865,3.468035386,3.580440216,3.541547841,18-24_male
4.845335472,4.809132998,4.899976281,4.682334534,5.246794255,5.069517223,4.866527739,4.774969517,4.483802972,3.755791147,25-34_female
3.682033449,3.478667306,3.363589944,3.047229781,3.527396562,3.312478409,3.360497099,3.381967984,3.381122655,3.666251802,18-24_female
5.977230759,6.042703878,5.965920375,5.48827548,6.177679531,6.016738788,5.938016211,5.802500124,5.893235671,5.601884635,50-64_female
2.855191331,2.848029193,2.979330469,2.616734009,2.771837236,2.999334348,2.706674264,2.612800656,2.556729741,2.714356824,35-49_female
4.005009495,3.99905637,3.926847375,3.687839173,3.667939371,3.946316174,3.842549455,3.874562243,3.926352032,4.515660471,25-34_female
6.000045607,6.010568089,6.016615753,5.735873256,6.403021353,6.123648141,6.076835847,5.805503265,5.69418464,5.495766551,35-49_male
4.640198687,4.700259082,4.667183138,4.079767587,5.074518139,4.832102437,4.559777885,4.553688355,4.514289906,3.974110265,25-34_male
4.83629643,4.91118048,4.832633465,4.36715141,5.141221434,5.171077846,4.987257196,4.663081443,4.667487326,4.564474262,35-49_male
2.864847323,2.899977597,3.033502041,2.720256927,2.868134611,2.987204953,2.801121634,2.583793357,2.202440385,2.169033567,35-49_male
5.188305485,5.235225814,4.93666249,4.853367134,5.137189488,5.142404559,5.024549052,4.986493168,5.326671698,5.583137513,35-49_female
4.494463824,4.215569505,4.247122097,3.843680827,4.578009939,4.281822146,4.364839109,4.257846734,4.109498401,3.8690731,25-34_female
5.721291175,5.73316338,5.630012505,5.20914591,5.801476956,5.673554155,5.604845926,5.500825655,5.464217846,5.352686262,35-49_female
4.708591273,4.649175783,4.603493066,4.168506251,4.546107153,4.596965585,4.599096831,4.506460867,4.6455138,4.885601228,35-49_female
3.506444669,3.191635454,3.076185725,2.805247168,2.981472257,2.99417531,3.091798881,3.166947863,3.423539531,3.823286747,25-34_female
4.522603155,4.380554997,4.449287352,4.200517361,4.621408052,4.41973826,4.349489866,4.228462636,4.142025477,4.117717892,35-49_female
3.963078154,3.971963517,3.958821886,3.721155689,3.999737497,4.051032778,3.754630006,3.712919172,3.637476808,3.479016396,25-34_male
3.425874105,3.24242727,3.177011669,3.049710547,3.225134757,3.186552676,3.21691696,3.249470609,3.550587789,3.402218371,35-49_female
4.63938365,4.580038089,4.581252545,4.431732158,4.695170267,4.55836318,4.575845108,4.61355925,5.006213859,5.070875073,18-24_female
4.536602185,4.531232102,4.387311771,3.774479551,4.602314216,4.566536861,4.573086515,4.575982661,5.031892246,4.889645091,25-34_female
4.567400667,4.514465045,4.679851656,4.577946121,5.00508443,4.757034185,4.732560144,4.412524394,4.429882508,4.141999426,18-24_male
5.608691059,5.599272311,5.390573621,5.049216431,5.695370021,5.825626757,5.587991856,5.240794298,5.537032878,5.455638266,35-49_female
3.797617467,3.653087241,3.723506156,3.401450694,3.73874038,3.624015839,3.601837012,3.616640509,3.759689846,3.995081642,35-49_male
3.714914999,3.654012004,3.445250471,3.055216829,3.649316093,3.715806742,3.431654886,3.486147973,3.403421715,3.593566497,25-34_male
3.773281029,3.697221037,3.521274176,3.505510451,3.603782972,3.552900316,3.477497868,3.674783351,3.709074973,3.678803971,18-24_male
4.012787603,3.910612387,3.928442324,3.565969179,4.142157621,4.059733172,3.932764822,3.671080072,3.531409335,3.338147353,50-64_female
3.974699451,4.018200805,3.811254699,3.404708668,4.130071049,4.04277675,3.773730102,3.748888596,3.573806701,3.29987726,25-34_male
3.619664512,3.745149943,3.623363576,3.357192699,3.761733467,3.599533752,3.587020536,3.424585576,3.374501276,3.623992874,25-34_female
7.031994206,7.038571173,7.000817723,6.791393994,7.141493752,7.051578167,7.0429862,6.955145543,7.207634723,7.200158626,25-34_male
4.350655646,4.284194711,4.218918753,3.704625349,4.508821016,4.274321377,4.161824351,4.213392596,4.175601417,4.176886046,35-49_female
4.899588623,4.885018829,4.934247388,4.61578042,4.809533453,4.737796574,4.854666679,4.894026009,5.219968579,5.039438922,50-64_male
4.965712378,5.032987654,5.181177583,4.382092152,5.197694115,5.174450347,5.070101529,4.905707634,4.959424589,4.479605042,35-49_male
5.308706809,5.00095571,4.922769895,4.990666059,5.387889484,5.022562932,5.060441709,5.047965261,5.25088234,4.84598625,35-49_female
2.81493294,2.523308328,2.664568829,2.237243559,2.486348127,2.292120651,2.397681463,2.544048582,2.080428945,1.9543117,50-64_female
3.22927121,3.324997752,3.225563667,2.686357087,3.402716578,3.315448513,3.192893186,3.184451448,3.477695414,3.308935403,50-64_female
4.957035885,4.874405099,4.89169585,4.538276819,4.793515923,4.695445701,4.768208758,4.764832181,5.048656328,4.972717036,18-24_male
4.867369353,4.922895111,4.872549106,4.624777925,4.818170387,4.823220278,4.861414561,4.814601505,4.879610733,5.247009214,25-34_male
3.606237215,3.575760074,3.46458581,3.224136743,3.685972242,3.683707178,3.451841701,3.261939032,3.201336266,3.309570782,25-34_female
3.761504845,3.682454039,3.397055596,3.290334822,3.533095506,3.568308504,3.492908681,3.691337001,3.860857271,3.838578204,50-64_female
5.291418955,5.385203954,5.169847975,4.80825522,5.599956387,5.518781621,5.38622132,5.175431593,5.240898716,5.125180827,18-24_female
5.904259943,5.950228254,5.99554892,5.725800763,6.191382519,6.120217984,6.053580282,5.930560435,6.127826653,6.080243598,35-49_male
6.527780688,6.310923408,6.24515193,5.770341637,6.490361741,6.317110956,6.247389535,6.193004436,6.297862855,5.83186002,35-49_male
4.442634907,4.550898347,4.416816096,4.026295806,4.648922667,4.67526998,4.544562369,4.432891197,4.380934732,4.281734411,25-34_male
4.70510703,4.835768268,4.789510452,4.365045188,4.861837767,4.782579805,4.789648188,4.717486792,4.840111371,4.782134823,50-64_male
3.636894853,3.492796399,3.48979323,2.941377831,3.621155088,3.415903385,3.401372434,3.495428061,3.361033848,3.381252174,35-49_male
5.393705019,5.009712675,4.92769767,4.483318933,5.06868214,4.829897218,4.986313891,4.871398851,4.964308798,4.909737608,35-49_female
3.788530885,3.7722921,3.687478336,3.201968814,3.735877246,3.602388443,3.543588004,3.710981539,3.452479544,3.35863055,50-64_female
3.959132071,4.017752292,3.96744347,3.414383323,3.977850243,3.978803251,3.877984925,3.815317729,3.82328168,3.586785944,25-34_male
5.695136534,5.676877372,5.545818656,5.124051917,5.70601036,5.728087235,5.662137447,5.54600737,5.71127067,5.519127855,35-49_female
4.957087677,4.708960696,4.480307548,4.267288622,4.919857463,4.672805551,4.737322131,4.655091029,4.854442615,4.742552475,50-64_female
4.548458717,4.546549662,4.579100929,4.059685491,4.580709629,4.544480687,4.437938702,4.430289072,4.438903291,4.243422221,35-49_male
5.762514895,5.792569949,5.721030509,5.399930718,5.790738881,5.660674066,5.753020933,5.74902017,6.086927355,6.139643128,25-34_male
4.454879374,4.421010712,4.50469451,4.410184384,4.936277591,4.59222123,4.52227286,4.321794951,4.13662646,3.44630291,25-34_male
5.523568168,5.581724693,5.623829706,4.982428454,5.72814743,5.540973194,5.480824669,5.549328884,5.486341122,5.124857205,35-49_female
4.148202911,4.090377999,4.166615386,3.555983687,4.286697273,4.167585788,4.112225109,4.029697768,3.980918459,3.525326377,50-64_female
3.930043288,3.801241724,3.672767243,3.436775724,3.742079234,3.836425658,3.755050157,3.71198434,3.741067935,4.035235561,35-49_male
2.747978272,2.783771229,2.954862115,2.906658143,2.766610324,2.725757479,2.602132027,2.718735294,2.996940312,3.198451368,25-34_female
3.904360186,3.934808341,3.862855533,3.522232342,4.06152948,3.908886237,3.742840796,3.897407114,3.709307594,3.443134223,18-24_male
4.575416745,4.42579042,4.218806681,3.812360964,4.265162573,4.403836804,4.220064784,4.180448202,4.384463953,4.420925406,50-64_female
3.962183626,3.829941238,3.935721008,3.598354851,3.918099762,3.863211,3.764132018,4.001699359,3.990835898,4.030180039,18-24_female
4.164063746,3.928592387,3.889614229,3.461357941,4.105176266,3.885299691,3.913581306,3.875786458,3.636748452,3.673561114,18-24_female
4.125885461,4.114473635,4.0358183,3.497395293,4.132810606,4.232355576,4.042297618,3.747485728,3.854331522,3.784370724,18-24_male
6.084763444,6.14964773,6.032598406,5.51037053,6.270968875,6.197087094,6.190302354,5.962061389,6.169116306,5.899729024,35-49_female
5.921896466,5.902473048,5.881434282,5.468574811,6.104421604,6.045563342,5.974304175,5.882227258,6.020159453,6.212219607,35-49_female
5.738531671,5.727729765,5.743115295,5.309166395,5.809034265,5.696539073,5.708252842,5.678987884,5.877513964,6.006344336,18-24_female
4.814159725,4.643429671,4.733236551,4.230770291,4.891815516,4.746488381,4.759658316,4.807509457,5.225520625,5.357049155,25-34_male
4.189437376,4.162691696,4.084394842,3.675682024,4.109660694,4.162391257,4.072875286,3.798941847,3.817843854,4.113348011,35-49_female
3.3298024,3.379019905,3.547092326,3.086170658,3.180692596,3.335427902,3.105625297,3.105751683,2.779549395,2.777854668,35-49_female
4.756080578,4.747647092,4.886347945,4.103045382,5.025392182,4.868321765,4.826422311,4.639103942,4.706904287,4.3187709,18-24_male
5.271827422,5.311719522,5.166651165,4.571172244,5.257079638,5.2122242,5.212219387,4.951554603,5.064284235,4.99341587,35-49_female
4.346884969,4.520632391,4.383718065,3.767873721,4.58866932,4.405874521,4.354120322,4.20718059,4.307154661,4.282314245,25-34_female
4.974645053,5.029029521,5.049630336,4.51216825,5.226011925,5.054174402,4.935670044,4.771692728,4.58104237,4.349252662,25-34_female
3.805677467,3.759339397,3.679037782,3.052558493,3.897356145,3.749965574,3.674368818,3.671340427,3.673605037,3.580778189,25-34_female
4.209644558,4.235226547,4.214109266,3.882607979,4.181997103,4.159390891,4.137237318,4.164244673,4.444472508,4.381992732,18-24_male
4.297443175,4.127600204,4.431785333,4.094431638,4.888543862,4.504961309,4.451809508,4.050749513,4.067704931,3.485438669,50-64_female
3.312355991,3.147034802,3.098745873,2.755279034,3.251805852,2.933743971,2.917619563,3.106491647,2.771455732,2.532875723,35-49_male
6.766135005,6.69490383,6.589731924,6.251061354,6.741838293,6.632031943,6.663842582,6.533697217,6.81903643,6.640467091,35-49_male
5.484708483,5.42487703,5.352018735,4.862651356,5.5286377,5.314014988,5.276108438,5.34135892,5.533749418,5.512330892,18-24_female
4.515513829,4.497116821,4.318387652,4.192520608,4.54918419,4.417779988,4.299991367,4.170047696,4.107706422,3.949394085,18-24_male
4.521438803,4.433128073,4.410032126,4.02497051,4.305317646,4.371451493,4.344726345,4.447033751,4.680363361,4.928403492,18-24_female
5.674830922,5.694103489,5.653853786,4.942784482,5.734565382,5.628756455,5.6826094,5.645516701,6.065268458,5.956103748,18-24_male
3.408730787,3.320421137,3.272045311,2.88651507,3.503534914,3.32768293,3.250937766,3.11336841,3.245125121,3.067274365,35-49_female
5.543584396,5.433007601,5.246807058,4.821003062,5.410604981,5.575584899,5.417643856,5.336940325,5.650840013,5.701664937,50-64_male
4.21042361,4.115069515,4.093536632,3.817364703,4.514511271,4.145279208,4.085534086,4.169947225,3.887576086,3.556678064,35-49_male
3.361446466,3.347401369,3.211943085,2.885812878,3.418648929,3.388201722,3.204521784,3.273286425,3.156394076,3.046073238,25-34_male
3.47645381,3.382301061,3.314783777,2.910646474,3.529237987,3.208858888,3.176515636,3.342776101,3.074615399,2.668817736,35-49_male
5.819752365,6.076678905,5.839779274,5.353908561,6.090648758,5.931433837,5.864226881,5.681894793,5.844752135,5.666436303,35-49_male
3.317486337,3.302075318,3.279725507,2.779579784,3.097806416,3.049538059,2.979085787,3.255438815,2.938438167,2.841417484,50-64_male
4.409912259,4.253462008,4.0731447,4.061286381,4.680069295,4.683353118,4.359596504,4.024451634,4.030608038,3.878882521,35-49_female
3.715532169,3.762241324,3.837512445,3.279917726,3.881967293,3.759000275,3.708588083,3.471372217,3.4250255,3.103510079,50-64_male
5.967817615,5.873932481,5.708014971,5.349458649,5.750916344,5.853888348,5.808850217,5.71010831,5.855521564,5.842925238,18-24_male
5.972967446,5.76594845,5.841945398,5.143473781,6.063265637,5.845679576,5.840964621,5.676066194,5.607315594,5.350041657,50-64_male
3.621068354,3.546302276,3.443166689,3.362862486,3.76642802,3.481985398,3.552312427,3.372773105,3.323659055,3.054939268,35-49_male
3.269751564,3.234323927,3.283059521,2.830560839,3.523191918,3.198560813,3.161204112,3.06836111,2.938796539,2.986347465,25-34_female
4.576385942,4.564526299,4.633227892,4.030372209,4.426817917,4.376198867,4.337121702,4.416848269,4.414589235,3.973169231,50-64_female
4.824301884,4.873207892,4.877508285,4.114011122,4.879725831,4.794471323,4.750615914,4.602208037,4.702006069,4.726681976,50-64_male
4.932935157,5.005711514,4.902560581,4.314472112,5.145007271,4.99986876,4.871434634,4.774463474,4.846783084,4.908783156,25-34_male
4.944624158,4.850030159,4.842656762,4.497706491,5.205942411,5.095688736,4.835720703,4.524349696,4.233262193,4.090692358,18-24_female
4.075276123,3.927349188,3.924139712,3.640490443,3.913205171,3.803343596,3.864565477,3.92032846,4.370533332,4.204547709,18-24_female
6.072776803,6.085242207,5.898468629,5.803020656,6.032293228,6.002266372,5.938996044,5.930577784,6.053096834,5.947296452,50-64_female
3.84546077,3.917556334,3.654451924,3.336536448,3.702566666,3.755676836,3.635874901,3.515356008,3.326284661,3.25324401,50-64_male
5.24836619,5.240149785,5.206278416,4.558108226,5.43920108,5.388101658,5.290015461,5.10264287,5.046729823,4.813217183,18-24_female
3.330555716,3.475735244,3.512883997,2.970351606,3.334664829,3.534562483,3.240748691,3.101665235,2.843308318,2.886956114,25-34_male
4.64846996,4.644223158,4.592900969,4.050472315,4.804626545,4.716939649,4.636502727,4.576208071,4.689670528,4.779976395,18-24_female
6.860502151,6.827223077,6.771359651,6.434305022,6.860269099,6.826778608,6.780301724,6.666713867,6.917582468,6.906016202,35-49_male
3.077294002,2.780997078,2.71577689,2.338610607,2.655787924,2.504475214,2.504818572,2.780441589,2.658280646,2.509956968,35-49_male
6.111250248,6.106864879,6.13043031,5.87550434,6.223817825,6.179121925,6.160127674,6.085075312,6.301597466,6.308034745,18-24_male
3.921259382,3.586393298,3.551395448,3.394336517,3.539459298,3.33132824,3.47158499,3.492112661,3.620801239,3.781139848,25-34_female
2.716776081,2.608745238,2.508627506,2.154359246,2.551221058,2.496334055,2.366561789,2.501784118,2.393431816,2.346532914,18-24_male
2.972415135,2.905965729,2.922479494,2.505577264,2.92877662,2.860201936,2.761864583,2.763483527,3.153622085,3.154578013,25-34_male
3.464928553,3.231938333,3.119379835,2.694786113,3.137065094,3.074094699,2.992376511,3.191912828,2.70476791,2.775717948,25-34_male
4.010905642,3.820534577,3.746462991,3.31943182,4.03793568,3.772044183,3.743485518,3.721434774,3.57040679,3.648215032,18-24_male
2.916011254,2.909504039,2.98719202,2.429389256,2.789662649,2.673276408,2.646979159,2.86913546,2.602702447,2.487092438,18-24_male
3.166022838,2.98710122,2.943380768,2.549516173,2.965837709,2.728975553,2.828975166,3.101831829,2.688345114,2.761564545,50-64_female
4.759994765,4.929387382,4.812414668,4.16894554,4.890647211,4.971209133,4.794301333,4.585919232,4.633530363,4.970483469,25-34_male
6.243102739,6.195116189,6.094152884,5.522019917,6.240670845,6.211970759,6.194800186,6.098798967,6.543248755,6.441042283,35-49_female
5.41530439,5.393230272,5.307768657,4.844262143,5.651133124,5.609571601,5.508028682,5.273041929,5.328080177,5.175022238,18-24_male
4.809439898,4.819932815,4.682227627,4.545886802,5.116777871,5.083070313,4.811680318,4.622614149,4.424131526,4.320196512,50-64_female
3.723857069,3.563885825,3.479392669,3.127877764,3.710980764,3.529813408,3.46303392,3.394435221,3.170536359,3.394322816,25-34_male
3.799402568,3.755369448,3.744868787,3.348957218,3.724705472,3.566390263,3.617839152,3.671538566,3.664189169,3.722626253,25-34_male
4.139403683,4.177707897,3.865267561,3.568572997,4.129967781,4.41993217,4.082306883,3.803643653,4.133518483,4.511067518,18-24_female
3.628129406,3.374537068,3.381289331,2.902925613,3.451833341,3.192006775,3.340793461,3.369350939,3.448630602,3.639595929,18-24_female
5.112478054,4.867572876,4.943750807,4.693135082,5.434335344,5.253167498,5.047033777,4.560738348,4.428534101,4.071960265,35-49_male
3.864440619,3.623266574,3.594452247,3.26006653,3.53587008,3.404692316,3.378418546,3.628655235,3.609142955,3.653814791,25-34_female
3.676542257,3.587214499,3.494139884,3.037248327,3.53545822,3.374713862,3.273322533,3.603812987,3.176905675,3.054992329,25-34_female
4.192743074,4.012252777,4.057121587,3.805731618,3.99371343,3.967255939,3.832579231,4.07772656,4.213665013,4.206003014,18-24_female
4.385042047,4.457087045,4.617491662,4.005773121,4.6401016,4.481048518,4.527780421,4.163754727,4.490882063,4.475792219,35-49_female
4.334457198,4.487004695,4.281710344,4.002140966,4.36224315,4.411932438,4.171279182,4.022450218,3.734325894,3.887668972,35-49_female
3.862648961,3.982075749,3.987585821,3.23050537,4.030607256,3.88955993,3.91074729,3.868747991,3.92205549,3.650590481,25-34_male
4.688948234,4.552488049,4.519868825,4.224771635,4.952140382,4.716869643,4.456919794,4.377628506,4.117775074,3.657710747,25-34_female
3.747869624,3.767214642,3.609160738,3.289245673,4.003261669,3.780827755,3.784437979,3.679287319,3.865104014,4.045358504,50-64_male
5.563574561,5.657924692,5.540879851,4.891302722,5.61828336,5.500179473,5.500540074,5.371161175,5.271478492,5.26657708,35-49_male
4.850877027,4.92495407,4.707469221,4.222165325,5.159185179,5.207493861,4.997232158,4.888250591,5.006157265,4.792576754,25-34_male
5.343927999,5.098416539,5.095210526,4.79067049,4.892253484,4.790646447,4.83478696,4.986576669,4.719706585,4.462564991,50-64_male
5.956678455,5.919390926,5.831722931,5.224703054,6.010637766,5.956341347,5.87512919,5.858682272,5.921477173,6.079559532,18-24_male
4.702118454,4.641291497,4.643592858,4.346541406,4.556893158,4.523045868,4.525960085,4.666863214,4.874768598,4.981902877,25-34_male
5.223154295,5.051457922,5.067892499,4.89462873,5.486552199,5.269003538,5.23001193,4.868224214,4.903611783,4.458548929,18-24_female
5.226151531,5.325039561,5.275758668,4.4328299,5.526884944,5.447586235,5.37153537,5.103561485,5.117565668,4.881916304,18-24_female
4.777174893,4.950352252,4.815446135,4.248701351,5.100156358,5.019698503,4.842479943,4.759344358,4.593475238,4.676194522,25-34_female
4.325435853,4.2292788,4.160835357,3.999969516,4.232407178,3.966612867,4.042128428,4.248031941,4.188751364,4.196849742,18-24_female
4.587146329,4.602384285,4.511809035,3.974579128,4.600320254,4.578538377,4.461686566,4.260952313,4.288381961,4.277857151,35-49_female
4.078847776,4.000981885,3.961145455,3.615994177,3.976225099,3.942968856,3.960028848,4.037305795,4.399955611,4.521680107,18-24_female
2.942241641,2.746873016,2.855952055,2.534135562,2.742217288,2.614403042,2.598325379,2.748783434,2.356000287,2.184061097,18-24_male
3.985888544,4.062442977,3.802187678,3.437556388,3.846847782,3.9411579,3.808655216,3.708260011,3.85264069,4.113830692,18-24_female
4.672894079,4.620920641,4.47077559,4.221018673,4.582655004,4.519425934,4.529962795,4.56751068,4.609386481,4.859656406,25-34_male
4.566464763,4.579966627,4.799688298,4.201095115,4.98061504,4.681897874,4.707164442,4.483452008,4.410464487,3.916819706,18-24_female
5.516331194,5.434843091,5.506257744,5.157549706,5.715099543,5.571545432,5.480569879,5.423596428,5.489490295,5.0087085,50-64_female
3.74867992,3.712057089,3.726749696,3.48366575,3.760256041,3.613154842,3.693034772,3.516558361,3.833048615,3.934296655,35-49_female
2.932135853,2.875973184,2.969129841,2.38868523,2.923653649,2.779937226,2.661730521,2.707749928,2.716363357,2.494665098,50-64_female
4.776713532,4.783940084,4.739324419,4.444724501,4.91012405,4.718939941,4.73263725,4.730032891,5.118987349,5.015509159,18-24_female
5.85660989,5.738689606,5.661293605,5.503877353,5.708752543,5.670973561,5.657706136,5.569048924,5.877848358,6.259678909,25-34_male
4.597280092,4.635959851,4.595652746,4.23709914,4.647613026,4.536014949,4.609389581,4.46123252,4.596016038,4.706311261,18-24_female
4.364123017,4.428552563,4.458454171,3.987407012,4.395233187,4.264019452,4.336973535,4.181960844,4.204009491,4.147780873,25-34_female
3.843817072,3.773131958,3.682099488,3.25460141,3.824783127,3.642366815,3.6359489,3.61443554,3.427720109,3.288619371,18-24_male
3.368884784,3.290551576,3.168502936,2.750130501,3.250637894,3.037698442,3.005561048,3.275768396,2.965827882,2.947017772,35-49_male
4.54376869,4.467149802,4.340966152,3.995208505,4.468213088,4.305678341,4.319376022,4.480113983,4.375167634,4.1703875,50-64_female
3.86176867,3.848011147,3.85525103,3.737331227,3.854997909,3.752138485,3.666417026,3.573951859,3.517089262,3.498022686,18-24_male
3.423385482,3.195454851,3.107462698,2.754480688,2.931202851,2.829319603,2.916349706,3.36667556,3.345158806,3.436362809,50-64_male
2.850120808,2.896319423,2.99103272,2.886806251,2.701942067,2.694354891,2.641185966,2.984127791,3.34733432,3.308405792,25-34_female
3.444827246,3.257035763,3.161340181,2.748253423,3.488555399,3.265968506,3.13010983,3.118966214,3.142709021,2.966010703,35-49_male
3.806300607,3.764176067,3.800900589,3.196108854,3.973984504,3.629204296,3.703596146,3.631478315,3.731470668,3.451607414,18-24_male
4.137566673,4.15264866,4.024030732,3.737406138,4.365365491,4.260595709,4.066260341,3.893528263,3.856776786,3.815294132,50-64_male
7.321802398,7.257395962,6.961145293,6.760229916,7.191665841,7.285694374,7.040315722,7.000158337,7.148440735,7.329800599,50-64_male
5.730478449,5.674775227,5.572796116,5.104011483,5.788066349,5.766219604,5.74765636,5.637296068,5.953740701,5.811527734,35-49_male
4.370794013,4.288447702,4.12899502,3.976340313,4.287599472,4.349891383,4.27195921,4.141016525,4.139362033,4.183089364,35-49_male
4.910364397,4.852138162,4.775272537,4.554162315,4.813199485,4.789942283,4.767783738,4.707473018,4.923611712,5.156354146,25-34_female
4.262979237,4.10569274,4.056093315,3.740301323,4.295588637,3.900512737,4.074914672,3.939061101,3.833358988,3.749606167,50-64_female
5.291458902,5.254032718,4.999259696,5.027763807,5.221217551,5.154083083,5.129254683,5.079098932,5.336994775,5.165743504,18-24_male
3.621502516,3.661704788,3.669945322,3.305241238,3.685283818,3.40675397,3.481146997,3.473667236,3.634178705,3.617524713,50-64_male
4.645172112,4.569909875,4.397796614,4.241291703,4.860161825,4.897021651,4.659504738,4.413377321,4.442299853,4.383371198,50-64_male
5.051627388,5.184445099,5.009936276,4.824816254,5.373577128,5.122210626,5.081313261,4.834938645,4.855698267,4.824654978,50-64_female
3.629618412,3.4629537,3.420993374,2.86692523,3.550105265,3.378979404,3.404075885,3.312517819,3.315341245,3.257986479,35-49_male
3.361875737,3.471876509,3.48249429,2.952674886,3.215933731,3.389955499,3.346026472,3.321213089,3.252591499,3.320190603,50-64_male
5.335538686,5.298326285,5.184427987,4.935029696,5.377283902,5.26531572,5.275400137,5.283484911,5.754092705,5.861129269,25-34_female
4.548991676,4.437394746,4.398197947,4.199641128,4.477569922,4.417247604,4.472560618,4.490190402,4.863342533,4.997828991,18-24_female
3.806070097,3.779116226,3.809292622,3.409554051,3.362572782,3.765134042,3.613509636,3.66672303,3.569653082,3.943975264,25-34_female
6.930398609,6.942219882,6.864955401,6.485943891,6.98897466,6.933211114,6.963852231,6.924078574,7.181042728,7.261827584,25-34_male
2.907881893,2.69633027,2.736127536,2.387961799,2.856908834,2.702583025,2.615138051,2.536636845,2.265095162,2.242524641,50-64_male
4.629145584,4.442594019,4.331197956,4.059838191,4.500342308,4.31697361,4.387701461,4.394083227,4.51252716,4.808422395,25-34_male
3.823617648,3.714572495,3.698350695,3.260466258,3.850484382,3.701219664,3.562590352,3.69813289,3.368170465,3.559889758,35-49_male
6.09290644,6.049838361,5.905711897,5.627314864,6.056272103,6.091315524,6.025086119,5.82530336,6.035392277,5.848074556,25-34_female
3.820706003,3.931310223,3.756497403,3.411002637,3.843737945,3.861987352,3.714358211,3.558034035,3.653660807,3.632325008,35-49_male
