@relation test
@attribute a0 real[2.480373889,8.932136417]
@attribute a1 real[2.369157633,8.926647256]
@attribute a2 real[2.434700777,8.870372827]
@attribute a3 real[2.040924748,8.651024408]
@attribute a4 real[2.242604259,8.974890896]
@attribute a5 real[2.067209279,8.895511092]
@attribute a6 real[2.197908446,8.934677462]
@attribute a7 real[2.304904958,8.904683608]
@attribute a8 real[2.046851063,9.191704194]
@attribute a9 real[2.016828165,9.225141122]
@attribute a10{25-34_male,35-49_female,50-64_male,35-49_male,50-64_female,18-24_male,18-24_female,25-34_female,65-xx_female}
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9
@outputs a10
@data
3.268205819,3.244200161,3.388493841,3.07803509,3.25589621,3.139063861,3.125841367,3.072810966,2.98407969,3.027576464,35-49_male
5.29517271,5.225191278,5.13992254,4.892020981,5.191216306,5.136586072,5.124835145,5.241706337,5.434780839,5.619140033,18-24_male
3.594057573,3.592627116,3.341894727,2.946975097,3.58100928,3.532920341,3.364703917,3.305194583,3.221594337,3.410878396,25-34_male
4.100596825,4.153699222,3.926959226,3.382034724,4.176462337,4.093214224,4.159718935,4.010491341,4.309870743,4.264318998,25-34_female
3.129105938,3.318099374,3.226043045,2.917691279,3.312733564,3.326081987,3.145699849,2.990444425,2.690403653,2.823060795,35-49_female
3.852520437,3.792816028,3.6055939,3.513748818,3.951486165,3.862693242,3.806854453,3.454523277,3.561045294,3.929154927,35-49_female
3.632053401,3.630719824,3.628152961,3.062904793,3.714080421,3.523040272,3.447256184,3.373204475,3.204735347,2.928007359,35-49_female
3.855443006,3.810093531,3.595040698,3.271685394,4.031092369,3.696871645,3.722708342,3.825968151,3.581668151,3.604115823,18-24_female
4.437255155,4.381652741,4.382903665,3.832731511,4.382571304,4.385638271,4.292512149,4.137068002,4.0028628,4.037068879,35-49_male
4.245378097,4.160652744,4.181573667,3.955614449,4.222252659,4.237649101,4.133258485,4.063159306,4.201830746,4.23900472,18-24_female
4.381545667,4.349630181,4.316055523,3.763998256,4.53718829,4.358921413,4.399470728,4.009190646,4.170110719,4.220012274,18-24_female
4.042737735,4.130859594,4.012743038,3.658977872,3.962816201,4.100540141,3.814339982,3.853960416,3.831583679,4.009395383,25-34_female
4.761303119,4.621287857,4.667806442,4.021439334,4.89306086,4.857491875,4.621458248,4.643337399,4.77224754,4.360501844,18-24_female
3.6708271,3.672491509,3.756187876,3.319947662,3.852362438,3.546084661,3.577719571,3.497488207,3.536737078,3.255432417,35-49_female
5.421004264,5.486192451,5.360764132,4.886228862,5.451818354,5.439473414,5.363274248,5.227549732,5.368697602,5.355648359,35-49_female
3.539581512,3.490091006,3.493511474,3.183700842,3.475378049,3.474615746,3.451536915,3.358986076,3.586106739,3.766561769,35-49_female
3.007820085,3.153481479,3.239025202,2.973240238,3.080717664,3.27189076,3.155233657,2.785061372,2.46898069,2.303347062,50-64_male
3.090685328,2.805769275,2.784310098,2.666123418,2.773183719,2.55451888,2.604483331,2.925176346,2.610367338,2.544962072,25-34_female
4.82402998,4.918947807,4.739048305,4.229497933,4.678026522,4.750650608,4.705979468,4.587496819,4.4711316,4.574280162,18-24_female
3.909485795,3.739768219,3.589434751,3.475738479,3.948745068,3.829816343,3.766944394,3.435749769,3.486553086,3.692013485,25-34_female
4.671551986,4.649355501,4.450293672,3.927742735,4.927854296,4.676817354,4.503379079,4.548585688,4.223377768,4.328374428,35-49_female
3.464268287,3.33952225,3.364067077,3.104936303,3.350192472,3.249905016,3.171955428,3.230329155,3.264220046,3.560838826,18-24_male
4.077859944,4.030394345,3.913266586,3.790804237,3.926381391,3.812496049,3.929398867,3.954588759,4.18695735,4.445524055,25-34_male
3.582799967,3.420279168,3.344165269,2.925974092,3.573207236,3.323995539,3.360021966,3.412204294,3.262156035,3.338631778,25-34_female
3.636717862,3.819695045,3.792161734,3.17013674,3.905640166,3.727183559,3.705402917,3.548239756,3.631860822,3.416705665,35-49_female
3.851962095,3.770081765,3.594794777,3.375675743,3.880749047,3.720986486,3.694666233,3.56729683,3.732323514,3.832368348,18-24_female
5.529404816,5.603060029,5.646446595,4.855860296,5.469236066,5.444689996,5.451410635,5.436868136,5.583759031,5.413327591,25-34_male
3.477065956,3.660703323,3.640907499,3.092241774,3.740694107,3.683014206,3.631609403,3.394839054,3.312113345,3.10488385,25-34_female
4.753082748,4.652011238,4.66953663,4.322714838,4.679498716,4.679481927,4.636630987,4.702544094,5.092771535,5.368277843,18-24_male
4.111076081,3.965640936,4.022372189,3.842589327,4.037351799,4.009977485,3.86753572,4.113075527,4.621283057,4.567017582,25-34_female
3.448072476,3.413102047,3.356760328,2.936312637,3.684207807,3.405380335,3.370042258,3.320801316,3.38822626,3.126322677,18-24_male
5.08436065,5.098082162,5.059912485,4.76963595,5.025307565,5.029620057,5.02130094,5.112398439,5.254723949,5.559931153,18-24_male
3.772764068,3.759962349,3.535645825,3.358769821,3.93639559,3.98717547,3.608041812,3.402210056,3.536577501,3.459950849,50-64_male
4.824397779,4.700615743,4.582532473,4.392878921,4.565863164,4.612515008,4.583675807,4.493972565,4.573745117,5.010140482,25-34_male
4.276591581,4.205821943,3.951467099,3.808326088,4.289353471,4.394681966,4.239132902,3.884989146,4.008419506,4.440411371,50-64_male
4.248242495,4.24969882,4.242303189,3.558474989,4.337595167,4.253903436,4.263667528,4.137117786,4.058303194,4.121681825,25-34_male
4.830272356,4.699431287,4.67302973,4.186001006,4.812609833,4.695805507,4.52664454,4.552952743,4.45492906,4.331970487,18-24_female
3.09526592,3.042850403,2.925644812,2.623522319,3.060521573,2.809329163,2.778142427,2.903814942,2.736831182,2.570830222,25-34_female
4.381500314,4.126867547,4.046836643,3.833711921,4.165102123,3.953687027,4.011238838,4.188666664,4.176654357,4.387787613,18-24_male
4.746019478,4.788103044,4.742595158,4.158056567,5.038451232,4.873570811,4.782087523,4.659920737,4.526307051,4.554525795,50-64_male
3.475643285,3.368865415,3.221481735,2.864312043,3.314644528,3.180203593,3.070031324,3.351931661,3.097037036,3.054425754,35-49_male
3.270395623,3.311013607,3.617296114,3.147861512,3.334509838,3.258185372,3.159723109,3.386183054,3.231464531,3.405090868,25-34_male
4.62201246,4.602554475,4.62113865,4.01647529,4.64099062,4.3279505,4.479149815,4.524818517,4.760533364,4.653261287,25-34_male
5.440986076,5.293910871,5.209233348,4.789519305,5.076736414,5.270186708,5.18324458,5.019252165,5.274236978,5.064377338,50-64_female
3.90084562,3.783786999,3.677869997,3.195317487,3.811765569,3.712159234,3.582468381,3.750987655,3.439514885,3.182053916,35-49_female
4.646781107,4.701037569,4.448568799,4.180146442,4.650472493,4.703702476,4.642406384,4.62743232,4.552754215,4.599245872,50-64_male
4.253258409,4.266423978,4.441324535,3.769149218,4.396843083,4.247816586,4.236842874,3.975393191,3.921297038,3.779327812,25-34_female
4.739625683,4.842521135,4.878984016,4.475947859,4.775856076,4.680348037,4.766675823,4.628075281,4.81053347,4.810115714,50-64_male
6.840447158,6.720485929,6.538628332,6.13542099,6.891850515,6.633640133,6.60862719,6.630293484,6.698060574,6.379716144,50-64_female
3.725173298,3.716104428,3.624407357,3.252920631,3.854240301,3.781359487,3.520867981,3.49022196,3.383651014,3.253147365,35-49_female
5.725576648,5.795335317,5.638598325,4.971954199,5.925918385,5.88907687,5.740873187,5.653857734,5.864347901,5.64260335,50-64_male
5.13400388,4.991935071,4.906400854,4.418335233,5.326089365,5.245876336,5.045325554,4.79312202,4.985185127,4.961927643,18-24_male
3.670009535,3.660318809,3.519300736,3.092841658,3.763531535,3.487596083,3.533530277,3.498400064,3.66431531,3.629295255,35-49_male
4.936774813,5.117225718,4.887242724,4.49671096,5.069551507,5.007619824,4.893873947,4.748390543,4.72439727,4.549046604,35-49_female
4.418117743,4.557351074,4.250572869,4.018459565,4.461590794,4.623860851,4.349797794,4.164224453,4.118399254,4.387111044,35-49_male
6.237785868,6.290250576,6.086432758,5.473293785,6.280405962,6.299952345,6.171955849,6.153615271,6.466303123,6.346922822,50-64_female
5.542197123,5.459507435,5.498225967,4.860114348,5.86240046,5.81476826,5.667488657,5.231890128,5.210829103,5.261985543,50-64_female
3.830257849,3.641445609,3.699372006,3.226198839,3.444344812,3.433179855,3.517643446,3.756895963,3.714372541,3.768188632,25-34_male
4.261386267,4.338459725,4.271495869,3.728530572,4.286306571,4.277083224,4.289656575,4.141467747,4.333453546,4.284037478,25-34_male
3.093003928,2.967136782,2.89995528,2.507997476,2.88181977,2.786747948,2.698134109,2.924941773,2.49829275,2.548638942,25-34_male
3.622818218,3.581357124,3.559640989,3.44389799,3.476608298,3.440048537,3.485320217,3.613602292,3.885777755,4.075212346,18-24_female
5.007792457,4.971350979,4.760980871,4.571390319,5.066850876,5.182073219,4.945150727,4.611625589,4.699028172,4.73229537,35-49_female
3.65817982,3.66765583,3.671637338,3.196426464,3.789350905,3.583534179,3.578678662,3.45218933,3.437392932,3.148744474,50-64_female
3.670907484,3.566497643,3.5559229,3.163732819,3.510822853,3.387343576,3.266006216,3.246211336,2.939995283,2.841766405,18-24_male
4.415548295,4.244024012,4.39831719,4.193703148,4.546492761,4.316092483,4.358560425,4.326456741,4.535743877,4.323172621,18-24_female
3.526720579,3.5663253,3.625056844,3.194347297,3.406546821,3.471034067,3.403075807,3.43592613,3.466467572,3.538933702,50-64_male
3.190448636,3.419662943,3.605121272,2.665078633,3.315687109,3.453945977,3.286937956,3.276101633,3.101981443,3.020665526,50-64_male
4.084182926,3.897188481,3.834238963,3.382014665,4.190347416,3.952802263,3.971420326,3.85183256,3.62724704,3.81254824,18-24_male
3.976064269,4.005919871,3.798619195,3.621468721,3.930102484,3.925151384,3.861971073,3.559748358,3.690477853,3.564628018,18-24_female
4.951539829,5.013235055,4.929374395,4.271035148,5.138955886,5.137718565,5.001661979,4.848799712,4.75704496,4.864913525,18-24_male
5.788397415,5.614719227,5.503065039,5.062546918,5.547495766,5.553399991,5.475869202,5.495623416,5.541588823,5.439510864,25-34_female
5.39394514,5.413601768,5.366796508,4.672561231,5.703539492,5.447272888,5.461977101,5.304262867,5.378353677,5.185473542,50-64_male
4.453186003,4.146535574,4.002553722,3.7650803,3.873304217,4.205973477,4.031599871,3.910652671,4.120575753,4.432260198,35-49_female
5.199915776,5.19341344,5.136607343,4.626364992,5.525147838,5.314733786,5.374058818,4.978685583,5.163961852,5.216961494,18-24_female
5.109948799,4.776126924,4.708461385,4.39626756,4.702866334,4.561168447,4.71714342,4.813107104,4.926800194,4.78439133,25-34_female
3.201172437,3.138351925,3.127535861,2.576998601,3.174887097,2.988024314,2.938599645,3.088816353,2.847117897,2.676243861,35-49_female
3.373907727,3.42672409,3.583242041,2.97794209,3.435956462,3.496079524,3.331643396,3.315904841,3.060514897,2.914120634,18-24_female
4.065570014,4.122147125,4.054903778,3.388552604,4.238235125,4.149645507,4.089066918,3.904999097,4.041294272,4.138424824,35-49_male
6.233925365,6.196161172,6.047612631,5.594379837,6.084852153,6.033306557,5.943337416,6.126791771,5.988545371,5.990230995,50-64_female
3.271936396,3.339700954,3.283207016,2.904466377,3.305898104,3.374249423,3.140218099,3.115961683,3.216682627,3.29877237,18-24_male
3.969541393,4.084352604,4.003920678,3.972665846,4.029062325,4.002280608,3.917845568,4.045926149,4.052930473,4.03124626,25-34_female
4.885408029,4.565127294,4.51649958,4.325048469,4.376625967,4.632816567,4.492756786,4.499408734,5.235808899,5.565118004,18-24_female
3.083370021,2.960304034,3.028123919,2.61078153,2.928999073,2.742010973,2.768529927,2.913764064,2.637258991,2.467770393,50-64_female
5.646250493,5.586311995,5.603465164,4.963244989,5.656153343,5.557619792,5.53296026,5.378849852,5.475379995,5.403012438,35-49_male
3.692558508,3.624535584,3.611099774,3.272508012,3.208604374,3.54109706,3.458529972,3.634422403,3.872229407,4.101348816,50-64_female
4.398330173,4.291851652,4.291801478,3.819611999,4.490034429,4.300381071,4.307671024,4.192394047,4.205059473,4.008249636,18-24_male
5.34638625,5.191819797,5.253139062,4.790404232,5.269568295,5.107424262,5.103005374,5.003671594,5.178469685,5.015179614,50-64_male
4.131047139,4.165821428,4.062152022,3.644177963,4.333227634,4.153247591,4.049208743,3.952928547,3.867642738,3.56751132,18-24_male
4.654850479,4.563587027,4.391354034,4.33012206,4.476158998,4.485874425,4.419239863,4.386024183,4.708325549,4.881975419,18-24_male
4.111927898,3.998227953,3.987867373,3.53242723,3.991869463,3.812642771,3.849299721,3.930759821,3.968051676,4.30009895,25-34_male
6.063726466,6.070484902,6.081651917,5.372545898,6.350787878,6.13062363,6.098208024,5.924060312,6.027914027,5.995522676,50-64_male
4.311465958,4.141279356,4.094021221,3.926668706,3.870845434,3.834009482,3.935830639,3.930900587,4.407174683,4.630822294,18-24_male
5.898315781,5.602650113,5.518729666,5.515328258,5.81493044,5.413025001,5.502185288,5.475807138,5.712374156,5.399325802,35-49_female
3.718529958,3.388350788,3.383015101,3.071888353,3.327927341,3.04291876,3.145106028,3.416143448,3.137302973,3.301353801,25-34_female
4.698877741,4.842768348,4.869019732,4.307907354,4.809124229,4.83493183,4.845611161,4.702689458,4.623209798,4.743507667,50-64_female
4.569951841,4.735766808,4.613683208,3.893285256,4.856221534,4.579595431,4.545590916,4.385991631,4.459680304,3.904201084,50-64_male
4.288041916,4.44346954,4.335715389,3.836743843,4.312784192,4.375295651,4.223739705,4.112660172,4.143673218,4.431189916,25-34_female
4.82084212,4.814586966,4.792615733,4.612918508,5.312828185,5.163416481,4.963403227,4.67551535,4.817783456,4.337805975,35-49_female
4.374058702,4.604403274,4.640355473,3.812749257,4.737972075,4.531283166,4.553536383,4.355580598,4.357485376,4.121308533,50-64_female
2.858410141,2.904390145,3.058960116,2.565829799,2.858810637,2.975390421,2.854056941,2.694309311,2.928610343,2.957734424,18-24_male
4.92531458,4.72396463,4.774086165,4.537452861,5.253820922,5.128891684,5.076633187,4.61287577,4.670157916,4.385778414,25-34_male
4.841997868,4.707397511,4.543064476,4.079245778,4.827490703,4.717087379,4.585660339,4.615772985,4.548604653,4.559190748,18-24_female
2.65795475,2.41635993,2.434700777,2.126189395,2.242604259,2.241924172,2.197908446,2.361769826,2.137405205,2.34921431,18-24_female
4.379633063,4.300355431,4.204623712,3.663021596,4.354306366,4.137409608,4.209809589,4.243703227,4.143938272,4.323016422,35-49_female
4.227931123,4.070143649,3.985908246,3.636038524,4.27370645,4.135558595,4.068687149,3.628868074,3.607404284,3.726176962,50-64_female
5.264772904,5.419978651,5.298342763,4.645250011,5.458310663,5.456143262,5.338120479,5.14359316,5.125103864,5.10889118,18-24_female
5.275113531,5.145315099,4.954945236,4.88954337,4.87331556,4.889448985,4.937911733,5.150336515,5.255931852,5.66021944,25-34_female
6.480161624,6.465850048,6.385117865,6.269251474,6.557064939,6.5012496,6.478397653,6.461364637,6.743006534,6.812955612,18-24_female
4.775119295,4.669862095,4.609544776,4.164794206,4.5167422,4.498109604,4.435207953,4.47535102,4.601096581,4.602981119,50-64_male
4.478464232,4.405880498,4.448649519,4.157513909,4.975504884,4.607513685,4.656895796,4.360983574,4.489253609,4.191387949,50-64_male
3.528534564,3.737090259,3.608387846,3.242768968,3.908356767,3.748946101,3.576833314,3.566929715,3.656856678,3.572713557,25-34_female
3.166119919,3.049204989,3.092705372,2.70401658,3.033371568,2.898186709,2.739101107,2.945755383,2.491475388,2.312750327,18-24_female
4.842848725,4.809883059,4.764294332,4.456043281,5.237885936,5.163334219,5.062999953,4.670496619,4.633220051,4.435780954,35-49_female
3.467515079,3.245978802,3.327085133,2.712546439,3.195495983,2.996718925,3.10568995,3.246363607,2.821773733,2.729501059,35-49_female
4.83715791,4.79550311,4.669060867,4.212222481,4.892301346,5.04670959,4.877206598,4.526198706,4.530121249,4.601252946,35-49_female
5.067958528,5.033625623,4.97025402,4.78530031,5.401029925,5.377553687,5.113161073,4.779916295,4.760865078,4.399641985,50-64_male
5.041025842,4.99727853,4.979409176,4.2900748,5.058547133,4.995224851,4.950813089,4.964671967,5.106677713,5.269201743,18-24_male
4.847054287,4.673712982,4.513070803,3.960539013,4.686436564,4.481614902,4.576412471,4.624184442,4.346138461,4.580607882,18-24_male
5.340371613,5.171839596,5.081408504,4.560080892,5.096380766,5.067189028,5.027854138,5.066954413,5.125266115,5.289205471,35-49_male
4.531343587,4.562073947,4.481307626,3.872048634,4.718130652,4.607100454,4.604258021,4.486867238,4.785842061,4.814485129,35-49_female
4.317080838,4.377376859,4.215533252,3.78916142,4.391516967,4.551052973,4.238940897,4.177129061,4.043232799,3.986009917,25-34_female
4.582786574,4.459685436,4.487818715,4.295871725,4.855172614,4.628114339,4.596468078,4.331952602,4.280362074,3.581708526,35-49_male
5.136373767,5.10638174,5.069025892,4.672296295,5.393160327,5.162968916,5.099932641,5.016742758,5.051946293,4.882622299,50-64_female
3.445077697,3.438676804,3.521082115,2.934072936,3.339800537,3.264721151,3.370027536,3.399045491,3.412458153,3.702844147,18-24_male
6.228995656,6.294289061,6.191925171,5.534440437,6.390912505,6.441150643,6.311850103,6.142909996,6.268444358,6.118327345,50-64_female
3.204074684,3.270448002,3.405646586,2.856080742,3.141032646,3.265675981,3.158502089,2.920323704,2.795100812,2.961131776,50-64_female
3.477215864,3.46270902,3.450624178,2.933120995,3.50962533,3.159186438,3.292156313,3.332884061,2.998085872,2.877328877,18-24_male
5.725774818,5.701236397,5.604457738,5.089502503,5.890137928,5.776030269,5.669944479,5.605231342,5.710881828,5.847296315,18-24_male
3.916873996,3.983386626,3.881557501,3.602356047,4.036012057,3.842542042,3.781784975,4.007695389,4.255723096,4.146748491,25-34_female
4.308064675,4.446660045,4.383318173,3.846160447,4.505225535,4.28396516,4.331845994,4.096795149,3.956346372,3.813808609,50-64_male
2.920798523,2.875799137,2.919322099,2.511369351,2.779590563,2.716657854,2.530858429,2.868718249,2.483767168,2.454713551,35-49_female
3.283219593,3.025606309,2.929679031,2.652737643,2.954385376,2.875336652,2.808901903,2.985034878,2.889952489,3.094034694,35-49_male
4.634246443,4.71851487,4.884975555,4.217010767,4.826366139,4.721524064,4.593520893,4.591835831,4.635718271,4.278418771,35-49_male
3.505020571,3.422784939,3.358500044,3.092831886,3.421887162,3.483828104,3.385679633,3.160395135,3.135962795,3.530602433,50-64_female
4.530803673,4.411430002,4.543488102,4.073988341,4.508697455,4.368582142,4.427069158,4.410495586,4.558478746,4.368056659,18-24_male
4.461732495,4.336454584,4.334614346,3.851328257,4.238282837,4.237896066,4.277669761,4.296511405,4.631131531,4.898689443,18-24_male
5.487661485,5.308649498,5.223168855,4.723171525,5.245076461,5.194968335,5.238073043,5.081060362,5.256124557,5.309334583,35-49_female
3.636975378,3.517178633,3.483128075,3.413681286,3.461626845,3.452552218,3.391610569,3.428851513,3.650886362,3.752067734,35-49_male
4.138733319,4.172945894,3.955015802,3.558997466,4.294796534,4.353140464,4.045839978,3.978527407,3.908864204,3.558945439,18-24_female
5.151389202,5.17744765,5.243531372,4.804760676,5.704441297,5.46483411,5.322549633,5.061518734,5.062572484,4.58965139,35-49_female
6.016293459,5.861665256,5.723866806,5.533629259,5.730256258,5.646472307,5.726433754,5.787056445,5.887430713,6.402917539,25-34_female
5.98140181,5.808514777,5.847872548,5.20394731,5.974891798,5.867428791,5.870569971,5.811625963,5.975795362,5.616627032,25-34_male
4.018257961,3.966015412,4.116551745,3.647791212,3.788126135,3.794154089,3.913272594,3.999608491,3.988031666,4.176550894,25-34_male
4.88084288,4.738016884,4.579923047,4.07761775,4.989105923,4.807605277,4.670812011,4.742549325,4.413141799,4.416458347,25-34_male
5.367467653,5.386224927,5.278796816,4.995272715,5.64716509,5.621854021,5.317742598,5.063612723,5.199750174,5.101371736,50-64_female
3.613255422,3.455151259,3.396988535,2.99337865,3.607093016,3.257387963,3.314378081,3.510366112,3.205893604,3.381843467,18-24_male
4.437986297,4.479488207,4.353337402,3.931996817,4.620122922,4.450092641,4.340106039,4.215644133,4.232642923,4.209098759,25-34_male
2.750526148,2.53898632,2.69506557,2.391527552,2.575770924,2.38039038,2.423656967,2.437310889,2.118115502,2.016828165,50-64_male
3.502852371,3.552937898,3.408662635,3.071395103,3.318037191,3.467849602,3.369966225,3.054787366,3.144997513,3.566853252,35-49_female
4.427010762,4.696353976,4.744423073,4.131800545,4.71009786,4.571220389,4.560746181,4.466647357,4.369251662,4.403982183,50-64_male
4.084684839,4.293503578,3.945276529,3.659034054,4.439521169,4.328560696,4.174988607,4.282623355,4.261015483,4.242448267,35-49_female
3.389584959,3.430147234,3.294014446,2.855167704,3.439721929,3.307127981,3.192889345,3.233236555,3.279776676,3.199770551,50-64_female
3.394403255,3.096322353,3.035182572,2.656122288,2.878456901,2.742469971,2.820318577,3.179523224,2.969968183,3.150097823,50-64_female
7.278512016,7.325716086,7.245834607,6.693091013,7.272053229,7.336972713,7.262270272,7.210418804,7.333488716,7.305978356,50-64_male
4.305530055,4.363212223,4.31042161,3.820772723,4.526123167,4.248467819,4.294277685,4.039391487,4.001447798,3.811362905,35-49_female
6.634773147,6.637007847,6.48233503,6.328278732,6.692761404,6.608962733,6.612946058,6.597285352,6.873672338,6.846952541,50-64_female
3.487755863,3.563258671,3.580761992,3.27251,3.414645909,3.595091101,3.454204914,3.341689881,3.076434804,3.49355141,50-64_female
5.059959202,4.995079452,5.185154578,4.458957833,5.272259553,5.004231838,5.014178409,4.841514534,4.800593749,4.492225328,35-49_male
5.031782729,4.880458585,4.791289845,4.127181856,4.705172085,4.757827562,4.681361522,4.801102578,4.602769439,4.537379814,35-49_female
3.10642228,3.056483463,3.221157642,2.574178399,2.938096792,2.940249771,2.986806843,2.939659577,2.694384756,2.593134691,35-49_female
4.188676248,4.090299522,4.146797037,3.831336514,4.126851995,4.026029623,4.049994743,4.14660657,4.351205874,4.332263193,18-24_female
5.017232708,4.983024922,4.942333198,4.574022487,4.962966497,4.930492204,4.893642575,4.94285648,5.259982734,5.383200665,18-24_female
3.409365264,3.243227892,3.195238127,2.852158082,3.572912385,3.377486796,3.20083802,3.172982701,3.175844191,2.909246271,18-24_female
4.566367809,4.435395157,4.477418889,4.05029081,4.334959284,4.389610359,4.428548283,4.454403371,4.773986655,4.992388619,18-24_female
4.014933583,3.856188231,3.811849006,3.634098255,4.107507641,3.752349221,3.83262723,3.844582369,3.775387646,3.847116367,35-49_female
3.568112476,3.507770247,3.321199275,2.944845671,3.645478928,3.406643218,3.246913199,3.313206358,3.118738116,3.116769919,25-34_female
4.380053027,4.386076559,4.250311085,4.10917552,4.394605972,4.521312896,4.298378933,4.085398091,4.076446617,3.924600288,35-49_male
5.227883178,5.173719325,5.076694277,4.815994247,5.01424016,5.098798973,5.085987696,5.095383372,5.473939063,5.641312012,25-34_female
4.543048132,4.612216572,4.615242042,4.090491509,4.577056783,4.520365997,4.434444679,4.542612554,4.567217792,4.272529433,35-49_male
4.727641647,4.619901328,4.328939782,4.069349912,4.451158222,4.53968173,4.467662987,4.353399317,4.509271561,4.573606514,25-34_female
3.886353526,3.550432095,3.501557285,3.273560167,3.613526371,3.484383518,3.500034651,3.602842508,3.316294312,3.525648924,25-34_male
3.217169075,3.409311577,3.53425289,2.869323437,3.291036707,3.38378789,3.322300113,3.154044282,3.082597943,3.036972026,50-64_male
4.947372721,4.829068195,4.617644564,4.597306802,5.054959531,5.042349025,4.848694899,4.638779119,4.555983237,4.425605137,25-34_male
2.992376293,2.634249152,2.75417232,2.528265459,2.819516133,2.479944238,2.643481172,2.754233855,2.624937081,2.360518823,35-49_male
3.948962567,4.027962753,3.874746019,3.823081721,4.000796816,3.906968468,3.752157119,3.577117893,3.522941935,3.628525812,50-64_male
4.728680699,4.698348747,4.500384666,4.279807225,4.740242197,4.651153239,4.553149634,4.566347214,4.748671241,4.579184734,35-49_male
4.497485924,4.74819452,4.494543567,3.947982998,4.806335322,4.771326184,4.635258409,4.393675034,4.456098032,4.572291583,50-64_male
5.476737806,5.465057385,5.340421063,4.795945067,5.535054516,5.458774453,5.322217509,5.135857858,5.203550123,5.167010937,35-49_male
4.888435504,4.761272116,4.719417374,4.610188618,4.761445711,4.562376926,4.63147177,4.844495433,4.849008862,4.946059028,25-34_female
4.806882978,4.742703665,4.481303997,4.356758623,4.635426447,4.551581168,4.584818201,4.630721707,4.760299921,5.152602354,25-34_male
5.421694036,5.449445944,5.215473123,4.708258724,5.234499763,5.324955411,5.211427548,5.13718044,5.061249827,4.990024788,50-64_male
5.163450818,5.243893735,5.187981501,4.596961125,5.408350734,5.326089413,5.125411329,5.008351586,5.015446133,5.036877002,50-64_female
5.603669316,5.377951986,5.025455601,4.819967776,5.331503616,5.494141338,5.35575828,5.082261123,5.43181697,5.462315886,35-49_female
4.151892852,4.080520718,3.894332513,3.528908827,4.137270223,4.221880355,4.124146339,3.817543513,3.95713603,4.127809275,25-34_female
5.065653883,5.029019037,5.131677969,4.73816714,5.674137385,5.332882847,5.232592221,4.881839429,4.897028303,4.352494346,50-64_female
6.43895715,6.440043699,6.489957851,6.199318588,6.326949768,6.32500736,6.349202627,6.335376032,6.483908186,6.652151195,50-64_male
5.230963682,5.293627072,5.346435728,4.616566922,5.504805149,5.309225149,5.329200266,5.158745408,5.18029932,5.125284909,25-34_female
3.535180922,3.500653285,3.363134326,3.28595673,3.480114044,3.392570133,3.32584909,3.489633778,3.734303003,3.837112087,25-34_female
3.071177229,2.810577112,2.741028356,2.540223434,2.905934683,2.740172066,2.674237233,2.724747938,2.317847915,2.225633714,50-64_male
5.183048715,5.307781819,5.267429599,4.871501143,5.561970922,5.455536386,5.324115358,5.083167666,5.200552677,5.026860728,18-24_female
4.070240083,4.092162617,4.018876549,3.751803776,4.073683889,4.120947316,4.004614701,3.931858352,4.073322412,4.098575908,35-49_male
3.327732974,3.147382187,3.145898307,2.71243873,3.172908589,2.956702024,2.892326918,3.022642792,2.717248208,2.568057773,35-49_male
4.441812123,4.347987065,4.453071136,3.88471554,4.428077495,4.222627694,4.309321753,4.316763959,4.413729937,4.308529253,18-24_male
4.019551915,3.990595842,3.937610746,3.436543657,4.061075111,3.933799831,3.83869311,3.901260755,3.764250099,3.530720673,50-64_male
4.168882713,3.930442172,3.867944086,3.588416265,4.23572503,4.007606453,3.90168806,3.865131548,3.926382559,3.865229077,18-24_male
5.541499616,5.579007991,5.632086203,4.903360974,5.708717925,5.556416309,5.541065237,5.385439184,5.444807208,5.014098029,18-24_female
3.402065068,3.497257172,3.325175055,3.200758715,3.557341472,3.331578312,3.095608769,3.07800451,2.838016447,2.885110969,25-34_female
4.994703671,5.0051827,5.128103186,4.200050718,5.202993758,5.059581845,4.981846106,4.726311829,4.595975814,4.487016042,25-34_female
6.456615888,6.411061677,6.384628746,6.103206015,6.260815856,6.190528361,6.315656323,6.424096234,6.6941269,6.946374815,35-49_male
4.013594601,3.969041362,3.790354758,3.654808662,3.739770062,3.917329156,3.83471176,3.677490595,3.934302274,4.509780168,50-64_male
6.325433666,6.298407923,6.230972459,6.08693855,6.352793847,6.305401242,6.290075733,6.266019956,6.524991169,6.558606467,50-64_male
3.652652532,3.642159833,3.483489016,2.981540581,3.612458547,3.52569008,3.42655768,3.355654782,3.321505963,3.259997132,35-49_male
4.984128112,5.087323013,4.896237715,4.488535956,4.934898511,5.026506042,4.808858938,4.609554557,4.579182157,4.786810541,35-49_female
4.795496244,4.72490638,4.674692638,4.37419515,4.649398898,4.640484394,4.649532497,4.655323228,5.03807426,5.199230211,18-24_female
5.817775895,5.828277668,5.779925415,4.963888982,5.882310072,5.927501484,5.855894492,5.774387187,5.866955073,5.893803065,25-34_female
3.474857801,3.398621591,3.276887445,2.918828374,3.522681771,3.279114243,3.251812851,3.231490713,3.177748149,3.176581657,25-34_male
3.735206392,3.615341043,3.480943223,3.159590583,3.359053041,3.449442478,3.488932348,3.546373761,3.743983573,3.871930795,35-49_female
